family,genus,species,taxonomic.rank,taxon,LME,FAO,habitat,feeding.mode,tl,level.tl,body.shape,fin.shape,AR,offspring.size,spawning.type,age.maturity,fecundity,length.infinity,growth.coefficient,length.max,age.max
Atherinopsidae,Menidia,menidia,S,Menidia menidia,8,21,pelagic,planktivorous,3.19,genus,fusiform,forked,1.11,1.6,non-guarder,1,223,13,1.02,13,2
Sebastidae,Sebastes,mentella,S,Sebastes mentella,18,21,bathypelagic,generalist,4.12,spe,fusiform,truncate,1.79,6,bearer,11.5,22450,43,0.09,58,75
Sebastidae,Sebastes,mentella,S,Sebastes mentella,19,21,bathypelagic,generalist,4.12,spe,fusiform,truncate,1.79,6,bearer,11.5,29100,43,0.09,58,75
Sebastidae,Sebastes,mentella,S,Sebastes mentella,19,27,bathypelagic,generalist,4.12,spe,fusiform,truncate,1.79,6,bearer,11.5,22450,51,0.07,58,75
Sebastidae,Sebastes,mentella,S,Sebastes mentella,20,27,bathypelagic,generalist,4.12,spe,fusiform,truncate,1.79,6,bearer,11.5,83900,51,0.07,58,75
Sebastidae,Sebastes,mentella,S,Sebastes mentella,21,27,bathypelagic,generalist,4.12,spe,fusiform,truncate,1.79,6,bearer,11.5,22450,51,0.07,58,75
Sebastidae,Sebastes,mentella,S,Sebastes mentella,22,27,bathypelagic,generalist,4.12,spe,fusiform,truncate,1.79,6,bearer,11.5,22450,51,0.07,58,75
Sebastidae,Sebastes,mentella,S,Sebastes mentella,24,27,bathypelagic,generalist,4.12,spe,fusiform,truncate,1.79,6,bearer,11.5,22450,51,0.07,58,75
Sebastidae,Sebastes,mentella,S,Sebastes mentella,25,27,bathypelagic,generalist,4.12,spe,fusiform,truncate,1.79,6,bearer,11.5,22450,51,0.07,58,75
Sebastidae,Sebastes,mentella,S,Sebastes mentella,59,27,bathypelagic,generalist,4.12,spe,fusiform,truncate,1.79,6,bearer,11.5,22450,51,0.06,52,75
Sebastidae,Sebastes,mentella,S,Sebastes mentella,60,27,bathypelagic,generalist,4.12,spe,fusiform,truncate,1.79,6,bearer,11.5,42270,51,0.07,58,75
Gadidae,Merlangius,merlangus,S,Merlangius merlangus,18,21,benthopelagic,generalist,4.36,spe,fusiform,truncate,0.97,1.14,non-guarder,1.5,381095,46,0.27,46,20
Gadidae,Merlangius,merlangus,S,Merlangius merlangus,19,27,benthopelagic,generalist,4.36,spe,fusiform,truncate,0.97,1.14,non-guarder,2,381095,46,0.29,46,20
Gadidae,Merlangius,merlangus,S,Merlangius merlangus,20,27,benthopelagic,generalist,4.36,spe,fusiform,truncate,0.97,1.14,non-guarder,2,120535,46,0.29,46,20
Gadidae,Merlangius,merlangus,S,Merlangius merlangus,21,27,benthopelagic,generalist,4.36,spe,fusiform,truncate,0.97,1.14,non-guarder,2,381095,46,0.25,46,20
Gadidae,Merlangius,merlangus,S,Merlangius merlangus,22,27,benthopelagic,generalist,4.36,spe,fusiform,truncate,0.97,1.14,non-guarder,2,381095,46,0.3,46,20
Gadidae,Merlangius,merlangus,S,Merlangius merlangus,23,27,benthopelagic,generalist,4.36,spe,fusiform,truncate,0.97,1.14,non-guarder,2,381095,41,0.33,46,20
Gadidae,Merlangius,merlangus,S,Merlangius merlangus,24,27,benthopelagic,generalist,4.36,spe,fusiform,truncate,0.97,1.14,non-guarder,2,381095,60,0.16,46,20
Gadidae,Merlangius,merlangus,S,Merlangius merlangus,59,27,benthopelagic,generalist,4.36,spe,fusiform,truncate,0.97,1.14,non-guarder,2,381095,46,0.29,46,20
Gadidae,Merlangius,merlangus,S,Merlangius merlangus,60,27,benthopelagic,generalist,4.36,spe,fusiform,truncate,0.97,1.14,non-guarder,2,381095,46,0.29,46,20
Merlucciidae,Merluccius,merluccius,S,Merluccius merluccius,20,27,demersal,generalist,4.42,spe,fusiform,truncate,0.9,0.97,non-guarder,3.4,1834285,108,0.11,86,20
Merlucciidae,Merluccius,merluccius,S,Merluccius merluccius,21,27,demersal,generalist,4.42,spe,fusiform,truncate,0.9,0.97,non-guarder,3.4,1834285,108,0.11,86,20
Merlucciidae,Merluccius,merluccius,S,Merluccius merluccius,22,27,demersal,generalist,4.42,spe,fusiform,truncate,0.9,0.97,non-guarder,3.4,1834285,108,0.11,86,20
Merlucciidae,Merluccius,merluccius,S,Merluccius merluccius,23,27,demersal,generalist,4.42,spe,fusiform,truncate,0.9,0.97,non-guarder,3.4,1834285,108,0.11,86,20
Merlucciidae,Merluccius,merluccius,S,Merluccius merluccius,24,27,demersal,generalist,4.42,spe,fusiform,truncate,0.9,0.97,non-guarder,3.4,1834285,110,0.12,86,20
Merlucciidae,Merluccius,merluccius,S,Merluccius merluccius,25,27,demersal,generalist,4.42,spe,fusiform,truncate,0.9,0.97,non-guarder,3.4,1834285,91,0.1,86,20
Merlucciidae,Merluccius,merluccius,S,Merluccius merluccius,26,27,demersal,generalist,4.42,spe,fusiform,truncate,0.9,0.97,non-guarder,3.4,2092645,108,0.11,140,20
Merlucciidae,Merluccius,merluccius,S,Merluccius merluccius,26,37,demersal,generalist,4.42,spe,fusiform,truncate,0.9,0.97,non-guarder,3.4,2092645,73,0.14,140,20
Cottidae,Triglops,metopias,S,Triglops metopias,1,67,demersal,generalist,3.32,genus,elongated,rounded,1.11,1.96,non-guarder,3.7,329,33,0.14,17,6.3
Cottidae,Triglops,metopias,S,Triglops metopias,65,61,demersal,generalist,3.32,genus,elongated,rounded,1.11,1.96,non-guarder,3.7,329,33,0.14,17,6.3
Cottidae,Triglops,metopias,S,Triglops metopias,65,67,demersal,generalist,3.32,genus,elongated,rounded,1.11,1.96,non-guarder,3.7,329,33,0.14,17,6.3
Myctophidae,Diaphus,metopoclampus,S,Diaphus metopoclampus,25,27,bathypelagic,planktivorous,3.25,spe,fusiform,forked,1.84,0.5,non-guarder,0.7,5000,9,0.38,8,1.2
Clinidae,Gibbonsia,metzi,S,Gibbonsia metzi,3,77,demersal,benthivorous,3.4,spe,elongated,rounded,0.44,1.38,guarder,1.3,NA,NA,NA,24,4
Serranidae,Bathyanthias,mexicanus,S,Bathyanthias mexicanus,5,31,benthopelagic,generalist,3.96,family,fusiform,truncate,0.54,0.84,non-guarder,1,2371213,92,0.12,15,20
Cottidae,Artediellus,miacanthus,S,Artediellus miacanthus,1,67,demersal,benthivorous,3.19,genus,fusiform,rounded,0.79,2.25,non-guarder,3.5,196,19,0.15,13,10
Cottidae,Artediellus,miacanthus,S,Artediellus miacanthus,54,61,demersal,benthivorous,3.19,genus,fusiform,rounded,0.79,2.25,non-guarder,3.5,196,19,0.15,13,10
Cottidae,Artediellus,miacanthus,S,Artediellus miacanthus,54,67,demersal,benthivorous,3.19,genus,fusiform,rounded,0.79,2.25,non-guarder,3.5,196,19,0.15,13,10
Cottidae,Artediellus,miacanthus,S,Artediellus miacanthus,65,67,demersal,benthivorous,3.19,genus,fusiform,rounded,0.79,2.25,non-guarder,3.5,196,19,0.15,13,10
Somniosidae,Somniosus,microcephalus,S,Somniosus microcephalus,18,21,benthopelagic,piscivorous,4.22,spe,elongated,heterocercal,2.07,400,bearer,156,10,550,0.01,800,392
Somniosidae,Somniosus,microcephalus,S,Somniosus microcephalus,19,27,benthopelagic,piscivorous,4.22,spe,elongated,heterocercal,2.07,400,bearer,156,10,550,0.01,800,392
Somniosidae,Somniosus,microcephalus,S,Somniosus microcephalus,20,27,benthopelagic,piscivorous,4.22,spe,elongated,heterocercal,2.07,550,bearer,156,10,550,0.01,800,392
Somniosidae,Somniosus,microcephalus,S,Somniosus microcephalus,21,27,benthopelagic,piscivorous,4.22,spe,elongated,heterocercal,2.07,400,bearer,156,10,550,0.01,800,392
Somniosidae,Somniosus,microcephalus,S,Somniosus microcephalus,59,27,benthopelagic,piscivorous,4.22,spe,elongated,heterocercal,2.07,400,bearer,156,10,550,0.01,800,392
Neoscopelidae,Neoscopelus,microchir,S,Neoscopelus microchir,5,31,bathypelagic,planktivorous,3.2,spe,elongated,forked,2.33,NA,non-guarder,NA,NA,21,0.46,18,NA
Neoscopelidae,Neoscopelus,microchir,S,Neoscopelus microchir,25,27,bathypelagic,planktivorous,3.2,spe,elongated,forked,2.33,NA,non-guarder,NA,NA,21,0.46,18,NA
Gonostomatidae,Cyclothone,microdon,S,Cyclothone microdon,25,27,bathypelagic,planktivorous,3.04,spe,elongated,forked,0.85,0.5,non-guarder,1,6000,8,0.85,6,3
Opistognathidae,Lonchopisthus,micrognathus,S,Lonchopisthus micrognathus,5,31,reef-associated,generalist,3.65,genus,fusiform,rounded,0.41,0.65,bearer,NA,NA,NA,NA,18,NA
Alepocephalidae,Bathytroctes,microlepis,S,Bathytroctes microlepis,8,21,bathypelagic,generalist,3.67,family,fusiform,truncate,1.64,2.7,non-guarder,NA,3754,51,0.13,32,4
Moridae,Antimora,microlepis,S,Antimora microlepis,1,67,bathydemersal,benthivorous,3.5,spe,fusiform,truncate,0.56,0.98,non-guarder,12.5,600000,71,0.09,75,20
Moridae,Antimora,microlepis,S,Antimora microlepis,2,67,bathydemersal,benthivorous,3.5,spe,fusiform,truncate,0.56,0.98,non-guarder,12.5,600000,71,0.09,75,20
Moridae,Antimora,microlepis,S,Antimora microlepis,3,67,bathydemersal,benthivorous,3.5,spe,fusiform,truncate,0.56,0.98,non-guarder,12.5,600000,71,0.09,75,20
Moridae,Antimora,microlepis,S,Antimora microlepis,3,77,bathydemersal,benthivorous,3.5,spe,fusiform,truncate,0.56,0.98,non-guarder,12.5,600000,71,0.09,75,20
Moridae,Antimora,microlepis,S,Antimora microlepis,65,61,bathydemersal,benthivorous,3.5,spe,fusiform,truncate,0.56,0.98,non-guarder,12.5,600000,71,0.09,75,20
Serranidae,Mycteroperca,microlepis,S,Mycteroperca microlepis,5,31,reef-associated,generalist,4.32,genus,fusiform,truncate,1.43,0.84,non-guarder,7.1,1329255,123,0.15,107,16
Serranidae,Mycteroperca,microlepis,S,Mycteroperca microlepis,6,21,reef-associated,generalist,4.32,genus,fusiform,truncate,1.43,0.84,non-guarder,7.1,1329255,129,0.12,107,16
Serranidae,Mycteroperca,microlepis,S,Mycteroperca microlepis,6,31,reef-associated,generalist,4.32,genus,fusiform,truncate,1.43,0.84,non-guarder,7.1,438080,129,0.12,107,16
Serranidae,Mycteroperca,microlepis,S,Mycteroperca microlepis,7,21,reef-associated,generalist,4.32,genus,fusiform,truncate,1.43,0.84,non-guarder,7.1,1329255,124,0.14,107,16
Rajidae,Raja,microocellata,S,Raja microocellata,22,27,demersal,piscivorous,3.89,genus,flat,pointed,NA,75,non-guarder,4.8,58,137,0.07,88,24
Rajidae,Raja,microocellata,S,Raja microocellata,24,27,demersal,piscivorous,3.89,genus,flat,pointed,NA,75,non-guarder,5,58,137,0.07,88,24
Rajidae,Raja,microocellata,S,Raja microocellata,25,27,demersal,piscivorous,3.89,genus,flat,pointed,NA,75,non-guarder,4.8,58,137,0.07,88,24
Gobiidae,Pomatoschistus,microps,S,Pomatoschistus microps,22,27,demersal,benthivorous,3.29,spe,fusiform,rounded,1.16,1.16,guarder,1,3517,11,0.29,5,3
Gobiidae,Pomatoschistus,microps,S,Pomatoschistus microps,23,27,demersal,benthivorous,3.29,spe,fusiform,rounded,1.16,1.16,guarder,1,3517,11,0.29,5,3
Gobiidae,Pomatoschistus,microps,S,Pomatoschistus microps,24,27,demersal,benthivorous,3.29,spe,fusiform,rounded,1.16,1.16,guarder,1,3517,11,0.29,5,3
Gobiidae,Pomatoschistus,microps,S,Pomatoschistus microps,25,27,demersal,benthivorous,3.29,spe,fusiform,rounded,1.16,0.72,guarder,1,3517,11,0.29,5,3
Malacanthidae,Caulolatilus,microps,S,Caulolatilus microps,5,31,demersal,benthivorous,3.81,spe,fusiform,truncate,1.95,0.65,non-guarder,2,2150000,81,0.14,78,15
Malacanthidae,Caulolatilus,microps,S,Caulolatilus microps,6,31,demersal,benthivorous,3.81,spe,fusiform,truncate,1.95,0.65,non-guarder,2,2150000,81,0.14,78,15
Malacanthidae,Caulolatilus,microps,S,Caulolatilus microps,7,21,demersal,benthivorous,3.81,spe,fusiform,truncate,1.95,0.65,non-guarder,3.4,2150000,87,0.11,78,15
Psychrolutidae,Cottunculus,microps,S,Cottunculus microps,7,21,bathydemersal,generalist,4.14,spe,elongated,truncate,NA,4.5,non-guarder,4,375,NA,NA,15,12
Psychrolutidae,Cottunculus,microps,S,Cottunculus microps,8,21,bathydemersal,generalist,4.14,spe,elongated,truncate,NA,4.5,non-guarder,4,375,NA,NA,15,12
Psychrolutidae,Cottunculus,microps,S,Cottunculus microps,9,21,bathydemersal,generalist,4.14,spe,elongated,truncate,NA,4.5,non-guarder,4,375,NA,NA,15,12
Psychrolutidae,Cottunculus,microps,S,Cottunculus microps,18,21,bathydemersal,generalist,4.14,spe,elongated,truncate,NA,4.5,non-guarder,4,375,NA,NA,15,12
Psychrolutidae,Cottunculus,microps,S,Cottunculus microps,19,27,bathydemersal,generalist,4.14,spe,elongated,truncate,NA,4.5,non-guarder,4,375,NA,NA,15,12
Psychrolutidae,Cottunculus,microps,S,Cottunculus microps,20,27,bathydemersal,generalist,4.14,spe,elongated,truncate,NA,4.5,non-guarder,4,375,NA,NA,15,12
Psychrolutidae,Cottunculus,microps,S,Cottunculus microps,21,27,bathydemersal,generalist,4.14,spe,elongated,truncate,NA,4.5,non-guarder,4,375,NA,NA,15,12
Psychrolutidae,Cottunculus,microps,S,Cottunculus microps,22,27,bathydemersal,generalist,4.14,spe,elongated,truncate,NA,4.5,non-guarder,4,375,NA,NA,15,12
Psychrolutidae,Cottunculus,microps,S,Cottunculus microps,59,27,bathydemersal,generalist,4.14,spe,elongated,truncate,NA,4.5,non-guarder,4,375,NA,NA,15,12
Hemiramphidae,Oxyporhamphus,micropterus micropterus,S,Oxyporhamphus micropterus micropterus,5,31,pelagic,planktivorous,3.13,genus,elongated,lunate,3.13,0.1,non-guarder,1,2448,23,1,18,3
Liparidae,Careproctus,micropus,S,Careproctus micropus,19,27,bathydemersal,benthivorous,3.58,genus,fusiform,rounded,0.54,3.75,non-guarder,4.8,418,26,0.43,33,7
Liparidae,Careproctus,micropus,S,Careproctus micropus,20,27,bathydemersal,benthivorous,3.58,genus,fusiform,rounded,0.54,3.75,non-guarder,4.8,418,26,0.43,33,7
Liparidae,Careproctus,micropus,S,Careproctus micropus,21,27,bathydemersal,benthivorous,3.58,genus,fusiform,rounded,0.54,3.75,non-guarder,4.8,418,26,0.43,33,7
Liparidae,Careproctus,micropus,S,Careproctus micropus,59,27,bathydemersal,benthivorous,3.58,genus,fusiform,rounded,0.54,3.75,non-guarder,4.8,418,26,0.43,33,7
Opisthoproctidae,Macropinna,microstoma,S,Macropinna microstoma,1,67,bathypelagic,generalist,3.5,family,fusiform,forked,1.54,1.33,non-guarder,NA,532,15,0.5,15,NA
Opisthoproctidae,Macropinna,microstoma,S,Macropinna microstoma,2,67,bathypelagic,generalist,3.5,family,fusiform,forked,1.54,1.33,non-guarder,NA,532,15,0.5,4,NA
Opisthoproctidae,Macropinna,microstoma,S,Macropinna microstoma,3,67,bathypelagic,generalist,3.5,family,fusiform,forked,1.54,1.33,non-guarder,NA,532,15,0.5,15,NA
Opisthoproctidae,Macropinna,microstoma,S,Macropinna microstoma,3,77,bathypelagic,generalist,3.5,family,fusiform,forked,1.54,1.33,non-guarder,NA,532,15,0.5,15,NA
Paralichthyidae,Etropus,microstomus,S,Etropus microstomus,5,31,demersal,benthivorous,3.47,genus,flat,rounded,0.97,1.09,non-guarder,0.8,23150000,22,0.46,13,1.2
Paralichthyidae,Etropus,microstomus,S,Etropus microstomus,6,21,demersal,benthivorous,3.47,genus,flat,rounded,0.97,1.09,non-guarder,0.8,23150000,22,0.46,13,1.2
Paralichthyidae,Etropus,microstomus,S,Etropus microstomus,6,31,demersal,benthivorous,3.47,genus,flat,rounded,0.97,1.09,non-guarder,0.8,23150000,22,0.46,13,1.2
Paralichthyidae,Etropus,microstomus,S,Etropus microstomus,7,21,demersal,benthivorous,3.47,genus,flat,rounded,0.97,1.09,non-guarder,0.8,23150000,22,0.46,13,1.2
Gymnuridae,Gymnura,micrura,S,Gymnura micrura,5,31,demersal,generalist,3.56,spe,flat,pointed,NA,155,bearer,25,6,NA,0.44,137,NA
Gymnuridae,Gymnura,micrura,S,Gymnura micrura,6,21,demersal,generalist,3.56,spe,flat,pointed,NA,155,bearer,25,6,NA,0.44,137,NA
Gymnuridae,Gymnura,micrura,S,Gymnura micrura,6,31,demersal,generalist,3.56,spe,flat,pointed,NA,155,bearer,25,6,NA,0.44,137,NA
Gymnuridae,Gymnura,micrura,S,Gymnura micrura,7,21,demersal,generalist,3.56,spe,flat,pointed,NA,155,bearer,25,6,NA,0.44,137,NA
Paralichthyidae,Syacium,micrurum,S,Syacium micrurum,5,31,benthopelagic,benthivorous,3.27,spe,flat,rounded,1.48,1.09,non-guarder,2.8,23150000,46,0.27,40,6.9
Paralichthyidae,Syacium,micrurum,S,Syacium micrurum,6,31,benthopelagic,benthivorous,3.27,spe,flat,rounded,1.48,1.09,non-guarder,2.8,23150000,81,0.22,40,7.2
Triglidae,Bellator,militaris,S,Bellator militaris,5,31,demersal,generalist,3.5,genus,fusiform,truncate,1.31,1.28,non-guarder,2.8,130000,42,0.23,13,14.6
Triglidae,Bellator,militaris,S,Bellator militaris,6,31,demersal,generalist,3.5,genus,fusiform,truncate,1.31,1.28,non-guarder,2.8,130000,42,0.23,13,14.6
Triglidae,Bellator,militaris,S,Bellator militaris,7,21,demersal,generalist,3.5,genus,fusiform,truncate,1.31,1.28,non-guarder,2.8,130000,42,0.23,13,12
Bathylagidae,Pseudobathylagus,milleri,S,Pseudobathylagus milleri,1,61,bathypelagic,planktivorous,4.22,spe,fusiform,forked,1.49,1.34,non-guarder,NA,1896,27,0.14,17,5
Bathylagidae,Pseudobathylagus,milleri,S,Pseudobathylagus milleri,1,67,bathypelagic,planktivorous,4.22,spe,fusiform,forked,1.49,1.34,non-guarder,NA,1896,27,0.14,17,5
Bathylagidae,Pseudobathylagus,milleri,S,Pseudobathylagus milleri,2,67,bathypelagic,planktivorous,4.22,spe,fusiform,forked,1.49,1.34,non-guarder,NA,1896,27,0.14,17,5
Bathylagidae,Pseudobathylagus,milleri,S,Pseudobathylagus milleri,3,67,bathypelagic,planktivorous,4.22,spe,fusiform,forked,1.49,1.34,non-guarder,NA,1896,27,0.14,17,5
Bathylagidae,Pseudobathylagus,milleri,S,Pseudobathylagus milleri,3,77,bathypelagic,planktivorous,4.22,spe,fusiform,forked,1.49,1.34,non-guarder,NA,1896,27,0.14,17,5
Bathylagidae,Pseudobathylagus,milleri,S,Pseudobathylagus milleri,65,61,bathypelagic,planktivorous,4.22,spe,fusiform,forked,1.49,1.34,non-guarder,NA,1896,27,0.14,17,5
Bathylagidae,Pseudobathylagus,milleri,S,Pseudobathylagus milleri,65,67,bathypelagic,planktivorous,4.22,spe,fusiform,forked,1.49,1.34,non-guarder,NA,1896,27,0.14,17,5
Peristediidae,Peristedion,miniatum,S,Peristedion miniatum,5,31,bathydemersal,benthivorous,3.66,genus,elongated,truncate,1.65,1.52,NA,NA,NA,35,0.22,30,NA
Peristediidae,Peristedion,miniatum,S,Peristedion miniatum,6,31,bathydemersal,benthivorous,3.66,genus,elongated,truncate,1.65,1.52,NA,NA,NA,35,0.22,30,NA
Peristediidae,Peristedion,miniatum,S,Peristedion miniatum,7,21,bathydemersal,benthivorous,3.66,genus,elongated,truncate,1.65,1.52,NA,NA,NA,35,0.22,30,NA
Peristediidae,Peristedion,miniatum,S,Peristedion miniatum,8,21,bathydemersal,benthivorous,3.66,genus,elongated,truncate,1.65,1.52,NA,NA,NA,35,0.22,30,NA
Sebastidae,Sebastes,miniatus,S,Sebastes miniatus,2,67,reef-associated,generalist,3.77,genus,fusiform,truncate,1.64,6.3,bearer,5.3,2876000,48,0.11,67,60
Sebastidae,Sebastes,miniatus,S,Sebastes miniatus,3,67,reef-associated,generalist,3.77,genus,fusiform,truncate,1.64,6.3,bearer,5.3,2876000,41,0.12,67,60
Sebastidae,Sebastes,miniatus,S,Sebastes miniatus,3,77,reef-associated,generalist,3.77,genus,fusiform,truncate,1.64,6.3,bearer,5.3,2876000,41,0.12,67,60
Myctophidae,Taaningichthys,minimus,S,Taaningichthys minimus,8,21,bathypelagic,planktivorous,3.19,family,fusiform,forked,1.21,0.5,non-guarder,0.5,3380,9,0.36,7,5
Arhynchobatidae,Bathyraja,minispinosa,S,Bathyraja minispinosa,1,67,demersal,generalist,3.84,spe,flat,pointed,NA,76,non-guarder,8,11,147,0.02,83,37
Arhynchobatidae,Bathyraja,minispinosa,S,Bathyraja minispinosa,2,67,demersal,generalist,3.84,spe,flat,pointed,NA,76,non-guarder,8,11,147,0.02,83,37
Arhynchobatidae,Bathyraja,minispinosa,S,Bathyraja minispinosa,53,61,demersal,generalist,3.84,spe,flat,pointed,NA,76,non-guarder,8,11,147,0.02,83,37
Arhynchobatidae,Bathyraja,minispinosa,S,Bathyraja minispinosa,65,61,demersal,generalist,3.84,spe,flat,pointed,NA,76,non-guarder,8,11,147,0.02,83,37
Arhynchobatidae,Bathyraja,minispinosa,S,Bathyraja minispinosa,65,67,demersal,generalist,3.84,spe,flat,pointed,NA,76,non-guarder,8,11,147,0.02,83,37
Anarhichadidae,Anarhichas,minor,S,Anarhichas minor,7,21,demersal,benthivorous,3.62,spe,elongated,truncate,1.32,3.35,guarder,8,19700,153,0.1,200,40
Anarhichadidae,Anarhichas,minor,S,Anarhichas minor,8,21,demersal,benthivorous,3.62,spe,elongated,truncate,1.32,3.35,guarder,8,19700,153,0.1,200,40
Anarhichadidae,Anarhichas,minor,S,Anarhichas minor,9,21,demersal,benthivorous,3.62,spe,elongated,truncate,1.32,3.35,guarder,8,19700,153,0.1,200,40
Anarhichadidae,Anarhichas,minor,S,Anarhichas minor,18,21,demersal,benthivorous,3.62,spe,elongated,truncate,1.32,3.35,guarder,8,19700,153,0.1,200,40
Anarhichadidae,Anarhichas,minor,S,Anarhichas minor,19,21,demersal,benthivorous,3.62,spe,elongated,truncate,1.32,3.35,guarder,8,19700,153,0.1,200,40
Anarhichadidae,Anarhichas,minor,S,Anarhichas minor,19,27,demersal,benthivorous,3.62,spe,elongated,truncate,1.32,3.35,guarder,8,19700,153,0.1,180,40
Anarhichadidae,Anarhichas,minor,S,Anarhichas minor,20,27,demersal,benthivorous,3.62,spe,elongated,truncate,1.32,3.35,guarder,7,19700,153,0.1,180,40
Anarhichadidae,Anarhichas,minor,S,Anarhichas minor,21,27,demersal,benthivorous,3.62,spe,elongated,truncate,1.32,3.35,guarder,8,19700,153,0.1,180,40
Anarhichadidae,Anarhichas,minor,S,Anarhichas minor,22,27,demersal,benthivorous,3.62,spe,elongated,truncate,1.32,3.35,guarder,8,19700,153,0.1,180,40
Anarhichadidae,Anarhichas,minor,S,Anarhichas minor,59,27,demersal,benthivorous,3.62,spe,elongated,truncate,1.32,3.35,guarder,8,19700,153,0.1,180,40
Cynoglossidae,Symphurus,minor,S,Symphurus minor,5,31,demersal,benthivorous,3.54,genus,flat,pointed,0.56,0.8,non-guarder,2,66042,17,0.38,9,5
Gobiidae,Aphia,minuta,S,Aphia minuta,22,27,benthopelagic,planktivorous,3.1,spe,elongated,rounded,1.08,0.34,guarder,0.6,1792,5,2.23,8,0.7
Gobiidae,Aphia,minuta,S,Aphia minuta,23,27,benthopelagic,planktivorous,3.1,spe,elongated,rounded,1.08,0.34,guarder,0.6,1792,5,2.23,8,0.7
Gobiidae,Aphia,minuta,S,Aphia minuta,24,27,benthopelagic,planktivorous,3.1,spe,elongated,rounded,1.08,0.34,guarder,0.6,1792,5,2.23,8,0.7
Gobiidae,Aphia,minuta,S,Aphia minuta,25,27,benthopelagic,planktivorous,3.1,spe,elongated,rounded,1.08,0.34,guarder,0.6,1792,5,2.23,8,0.7
Gadidae,Trisopterus,minutus,S,Trisopterus minutus,20,27,benthopelagic,generalist,3.73,spe,fusiform,truncate,0.86,1.04,non-guarder,2,363667,21,0.44,24,8
Gadidae,Trisopterus,minutus,S,Trisopterus minutus,21,27,benthopelagic,generalist,3.73,spe,fusiform,truncate,0.86,1.04,non-guarder,2,363667,21,0.44,24,8
Gadidae,Trisopterus,minutus,S,Trisopterus minutus,22,27,benthopelagic,generalist,3.73,spe,fusiform,truncate,0.86,1.04,non-guarder,2,363667,20,0.51,24,8
Gadidae,Trisopterus,minutus,S,Trisopterus minutus,23,27,benthopelagic,generalist,3.73,spe,fusiform,truncate,0.86,1.04,non-guarder,2,363667,21,0.44,24,8
Gadidae,Trisopterus,minutus,S,Trisopterus minutus,24,27,benthopelagic,generalist,3.73,spe,fusiform,truncate,0.86,1.04,non-guarder,2,363667,22,0.41,24,8
